Date,CrestCast_100,CrestCast_50,Russell_3000,AGG,CrestCast_Bond,Risk_Free
8/31/17,0.02596771,0.03201,0.001927,0.009406,0.003496,0.000875
9/30/17,-0.01278246,-0.02184,0.024388,-0.005713,-0.003217,0.000825
10/31/17,0.0507356,0.05972,0.021822,0.00098,-0.000288,0.00086667
11/30/17,0.02029647,0.01623,0.030365,-0.001484,-0.002725,0.00094167
12/31/17,0.01176785,0.01771,0.009995,0.004748,-0.000408,0.00104167
1/31/18,0.07325843,0.08634,0.052711,-0.01125,-0.004987,0.00114167
2/28/18,-0.01026037,-0.01241,-0.03686,-0.010082,-0.003028,0.0012
3/31/18,0.0469242,0.05055,-0.020074,0.00671,0.002379,0.00135833
4/30/18,-0.01251363,-0.01413,0.003801,-0.009405,-0.002348,0.00141667
5/31/18,0.00729737,0.00251,0.02823,0.006621,0.003679,0.00153333
6/30/18,-0.02549938,-0.0342,0.00654,0.001032,0.000502,0.001575
7/31/18,0.00731723,0.01066,0.033186,-0.000289,0.000488,0.001575
8/31/18,0.11172828,0.11739,0.035118,0.005685,0.003822,0.00165833
9/30/18,-0.01794253,-0.02168,0.001655,-0.006191,-0.001686,0.001725
10/31/18,0.00699552,0.00792,-0.073633,-0.006444,0.000521,0.00179167
11/30/18,0.05857922,0.06053,0.020029,0.005236,0.003729,0.00190833
12/31/18,-0.04992982,-0.04932,-0.093069,0.019802,0.010096,0.00193333
1/31/19,0.04495734,0.04802,0.085834,0.009109,0.006223,0.002
2/28/19,0.02085477,0.02099,0.035169,-0.00113,0.000858,0.00196667
3/31/19,0.04561927,0.04438,0.014602,0.021229,0.009807,0.002
4/30/19,0.02793641,0.04186,0.039932,-0.001993,0.001477,0.00195833
5/31/19,-0.04883865,-0.05883,-0.064712,0.01911,0.00935,0.00198333
6/30/19,0.0383669,0.04365,0.070237,0.010982,0.007007,0.00191667
7/31/19,0.01436514,0.01656,0.014865,0.001816,0.000276,0.00173333
8/31/19,0.04649392,0.03887,-0.020385,0.027813,0.011673,0.0017
9/30/19,0.01359362,0.01583,0.017551,-0.006118,-0.002754,0.001625
10/31/19,-0.00924217,-0.00742,0.021527,0.00208,0.004117,0.00153333
11/30/19,-0.0143136,-0.00472,0.038012,-0.000343,-0.00091,0.00125833
12/31/19,0.02786035,0.03029,0.028874,-0.000474,0.004179,0.0013
1/31/20,0.0716478,0.06775,-0.001092,0.02029,0.020399,0.00126667
2/29/20,-0.08234618,-0.08277,-0.081873,0.015851,0.009712,0.00126667
3/31/20,-0.10486828,-0.10149,-0.137518,-0.005267,0.00479,0.00104167
4/30/20,0.06034857,0.05511,0.13244,0.017195,0.007792,0.00009167
5/31/20,0.02824026,0.03452,0.053478,0.006728,0.005609,0.000075
6/30/20,-0.01610343,-0.0274,0.022862,0.006588,0.002879,0.00011667
7/31/20,0.05314104,0.0543,0.056783,0.01333,0.003668,0.00013333
8/31/20,0.08043739,0.10328,0.072444,-0.008234,-0.008447,0.000075
9/30/20,-0.01062258,0.00432,-0.036411,-0.000975,0.003903,0.00009167
10/31/20,0.00612577,0.02035,-0.021583,-0.005588,-0.001477,0.00008333
11/30/20,0.06011469,0.04902,0.121653,0.012065,0.024107,0.000075
12/31/20,0.06482562,0.05357,0.044988,0.000865,0.004469,0.00006667
1/31/21,0.01730055,0.00357,-0.004448,-0.007446,-0.000723,0.000075
2/28/21,-0.05744497,-0.08259,0.031257,-0.015183,-0.004126,0.00005
3/31/21,-0.02838553,-0.03648,0.035843,-0.011465,-0.002128,0.00003333
4/30/21,0.06340793,0.05258,0.051549,0.007317,0.002604,0.000025
5/31/21,0.01572837,0.0116,0.004565,0.002034,0.002126,0.00000833
6/30/21,0.0157602,0.02493,0.024659,0.008279,-0.001806,0.00000833
7/31/21,-0.00718207,-0.00264,0.016911,0.011162,0.003903,0.00004167
8/31/21,0.05518411,0.07041,0.028518,-0.00201,-0.000759,0.00005
9/30/21,-0.04641898,-0.05284,-0.044868,-0.009169,-0.003118,0.00003333
10/31/21,0.07699426,0.05464,0.067625,-0.000095,-0.005227,0.00003333
11/30/21,0.0328792,0.01287,-0.015221,0.002705,-0.000477,0.00004167
12/31/21,0.08746537,0.09417,0.039379,-0.003595,-0.001583,0.00004167
1/31/22,-0.01708349,-0.00521,-0.058836,-0.019986,-0.010393,0.00005
2/28/22,-0.02653171,-0.02449,-0.025189,-0.011452,-0.005324,0.0002
3/31/22,0.04175146,0.03508,0.032436,-0.028133,-0.01954,0.00030833
4/30/22,-0.00212244,0.00352,-0.089742,-0.038058,-0.010249,0.000425
5/31/22,0.00277284,0.00661,-0.001341,0.007618,0.007569,0.00069167
6/30/22,-0.03521526,-0.02144,-0.083659,-0.015522,-0.008635,0.00094167
7/31/22,0.01007521,0.00404,0.093818,0.025362,0.01024,0.00138333
8/31/22,-0.02468792,-0.01984,-0.037319,-0.030425,-0.01429,0.00195
9/30/22,-0.07303347,-0.07858,-0.092729,-0.041437,-0.018321,0.00239167
10/31/22,0.08647141,0.07997,0.082006,-0.012806,-0.002284,0.00268333
11/30/22,0.05183139,0.05137,0.052196,0.038081,0.014336,0.00338333
12/31/22,-0.0138295,-0.01121,-0.058553,-0.008727,0.000007,0.00355833
1/31/23,-0.01271639,-0.01368,0.068873,0.033302,0.012572,0.00358333
2/28/23,-0.02877384,-0.03373,-0.023373,-0.02667,-0.012212,0.00381667
3/31/23,0.03391302,0.03845,0.026739,0.026424,0.01933,0.00393333
4/30/23,0.02558213,0.02816,0.010654,0.005742,0.0038,0.0039
5/31/23,-0.05225282,-0.05611,0.003891,-0.011415,-0.004834,0.004125
6/30/23,0.03486936,0.03395,0.068285,-0.003693,-0.005665,0.00438333
7/31/23,0.02400021,0.0206,0.035847,-0.000153,0.0033,0.00430833
8/31/23,-0.00124849,0.00908,-0.019304,-0.006299,0.001978,0.0044
9/30/23,-0.05075406,-0.04935,-0.047634,-0.025878,-0.004647,0.00443333
10/31/23,0.02149163,0.02325,-0.026509,-0.015684,0.000084,0.00443333
11/30/23,0.03910492,0.03791,0.093248,0.04589,0.018104,0.00444167
12/31/23,0.01291173,0.0175,0.053042,0.036927,0.016384,0.004375
1/31/24,0.03201892,0.03189,0.011083,-0.001511,0.002947,0.00433333
2/29/24,0.02042154,0.02006,0.054131,-0.01476,-0.006813,0.00435
3/31/24,0.00261769,-0.00767,0.032257,0.009013,0.004177,0.004375
4/30/24,-0.00140416,0.00284,-0.044002,-0.024759,-0.00726,0.00435833
5/31/24,0.02051616,0.02276,0.047247,0.016682,0.009209,0.004375
6/30/24,0.00021648,0.00451,0.030957,0.008834,0.0066,0.004375
7/31/24,0.04557189,0.03578,0.018589,0.024208,0.015119,0.00435
8/31/24,0.06308327,0.06791,0.021769,0.014599,0.010811,0.00429167
9/30/24,0.01303967,0.0173,0.020686,0.013314,0.008738,0.00415
10/31/24,-0.01666448,-0.02173,-0.007344,-0.025192,-0.010797,0.00376667
11/30/24,0.04089931,0.03803,0.066524,0.011125,0.004872,0.0037
12/31/24,-0.06065439,-0.05807,-0.030565,-0.016912,-0.000719,0.00365833
1/31/25,0.02905869,0.02554,0.031568,0.00516,0.007133,0.003525
2/28/25,0.06580046,0.07006,-0.019164,0.022374,0.020766,0.0035
3/31/25,0.01274326,0.02288,-0.05833,-0.000267,-0.001877,0.0035
4/30/25,-0.01385107,-0.01774,-0.006709,0.0043,0.003857,0.00350833
5/31/25,-0.000045,-0.00291,0.063386,-0.006058,0.00102,0.0035
